last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Sarbanes,John,P.,NA,NA,John P. Sarbanes,1962-05-22,M,rep,MD,3,NA,Democrat,https://sarbanes.house.gov,2444 Rayburn House Office Building; Washington DC 20515-2003,202-225-4016,NA,http://sarbanes.house.gov/rss_news.asp,RepSarbanes,RepSarbanes,RepJohnSarbanes,UCCypi0IDTr-XxlAXsJCdBZQ,S001168,01854,N00027751,NA,H6MD03292,1022884,412212,66575,NA,NA,20724,John Sarbanes
Scalise,Steve,Joseph,NA,NA,Steve Scalise,1965-10-06,M,rep,LA,1,NA,Republican,https://scalise.house.gov,2338 Rayburn House Office Building; Washington DC 20515-1801,202-225-3015,NA,http://scalise.house.gov/rss.xml,SteveScalise,RepSteveScalise,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,S001176,01892,N00009660,NA,H0LA01087,1015311,412261,9026,Steve Scalise,NA,20759,Steve Scalise
Schakowsky,Janice,D.,NA,Jan,Janice D. Schakowsky,1944-05-26,F,rep,IL,9,NA,Democrat,https://schakowsky.house.gov,2367 Rayburn House Office Building; Washington DC 20515-1309,202-225-2111,NA,http://schakowsky.house.gov/index.php?format=feed&amp;type=rss,JanSchakowsky,janschakowsky,repschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,S001145,01588,N00004724,NA,H8IL09067,57874,400360,6387,Jan Schakowsky,NA,29911,Jan Schakowsky
Schiff,Adam,B.,NA,NA,Adam B. Schiff,1960-06-22,M,rep,CA,28,NA,Democrat,https://schiff.house.gov,2372 Rayburn House Office Building; Washington DC 20515-0528,202-225-4176,NA,http://schiff.house.gov/common/rss/?rss=49,RepAdamSchiff,RepAdamSchiff,adamschiff,UCadiUi-KZoFk1K5ZDsluLcA,S001150,01635,N00009585,NA,H0CA27085,90167,400361,9489,Adam Schiff,NA,20104,Adam Schiff
Schrader,Kurt,NA,NA,NA,Kurt Schrader,1951-10-19,M,rep,OR,5,NA,Democrat,https://schrader.house.gov,2431 Rayburn House Office Building; Washington DC 20515-3705,202-225-5711,NA,http://schrader.house.gov/news/rss.aspx,RepSchrader,repschrader,repkurtschrader,UCrWRXVaGJtcImc_kknuDsAw,S001180,01950,N00030071,NA,H8OR05107,1031358,412315,10813,Kurt Schrader,NA,20944,Kurt Schrader
Schumer,Charles,E.,NA,Chuck,Charles E. Schumer,1950-11-23,M,sen,NY,NA,3,Democrat,https://www.schumer.senate.gov,322 Hart Senate Office Building Washington DC 20510,202-224-6542,https://www.schumer.senate.gov/contact/email-chuck,NA,SenSchumer,senschumer,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,S000148,01036,N00001093,S270,"S8NY00082,H0NY16010",5929,300087,26976,Chuck Schumer,NA,14858,Chuck Schumer
Schweikert,David,NA,NA,NA,David Schweikert,1962-03-03,M,rep,AZ,6,NA,Republican,https://schweikert.house.gov,2059 Rayburn House Office Building; Washington DC 20515-0306,202-225-2190,NA,http://schweikert.house.gov/rss/press-releases.xml,RepDavid,repdavidschweikert,RepDavidSchweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,S001183,01994,N00006460,NA,"H4AZ06045,H8AZ05097",5205,412399,106387,David Schweikert,NA,21105,David Schweikert
Scott,Austin,NA,NA,NA,Austin Scott,1969-12-10,M,rep,GA,8,NA,Republican,https://austinscott.house.gov,2417 Rayburn House Office Building; Washington DC 20515-1008,202-225-6531,NA,http://austinscott.house.gov/index.php?format=feed&amp;type=rss,AustinScottGA08,RepAustinScott,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ,S001189,02009,N00032457,NA,H0GA08099,623344,412417,11812,Austin Scott,NA,21123,Austin Scott (politician)
Scott,David,NA,NA,NA,David Scott,1945-06-27,M,rep,GA,13,NA,Democrat,https://davidscott.house.gov,225 Cannon House Office Building; Washington DC 20515-1013,202-225-2939,NA,http://davidscott.house.gov/news/rss.aspx,RepDavidScott,113303673339,RepDavidScott,UCgf28zRkLSqAUiPuJhGdF0w,S001157,01722,N00024871,NA,H2GA13012,1003567,400363,7826,David Scott (Georgia),NA,20321,David Scott (Georgia politician)
Scott,Robert,C.,NA,Bobby,"Robert C. ""Bobby"" Scott",1947-04-30,M,rep,VA,3,NA,Democrat,https://bobbyscott.house.gov,1201 Longworth House Office Building; Washington DC 20515-4603,202-225-8351,NA,http://www.house.gov/index.php?format=feed&amp;type=rss,BobbyScott,RepBobbyScott,repbobbyscott,UCdNNcpw8arCsUp55JwK_QAA,S000185,01037,N00002147,NA,H6VA01117,25888,400364,27117,Robert C. Scott,NA,39307,Bobby Scott (politician)
Scott,Tim,NA,NA,NA,Tim Scott,1965-09-19,M,sen,SC,NA,3,Republican,https://www.scott.senate.gov,717 Hart Senate Office Building Washington DC 20510,202-224-6121,https://www.scott.senate.gov/contact/email-me,http://www.scott.senate.gov/rss.xml,SenatorTimScott,SenatorTimScott,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w,S001184,02056,N00031782,S365,"H0SC01279,S4SC00240",623506,412471,11940,Tim Scott,NA,21173,Tim Scott
Sensenbrenner,F.,James,Jr.,NA,"F. James Sensenbrenner, Jr.",1943-06-14,M,rep,WI,5,NA,Republican,https://sensenbrenner.house.gov,2449 Rayburn House Office Building; Washington DC 20515-4905,202-225-5101,NA,http://sensenbrenner.house.gov/news/rss.aspx,JimPressOffice,RepSensenbrenner,RepSensenbrenner,UCUNfNsc2CVsqivJ2wThQF6A,S000244,01041,N00004291,NA,H8WI09050,1507,400365,27142,Jim Sensenbrenner,NA,14657,Jim Sensenbrenner
Serrano,José,E.,NA,NA,José E. Serrano,1943-10-24,M,rep,NY,15,NA,Democrat,https://serrano.house.gov,2354 Rayburn House Office Building; Washington DC 20515-3215,202-225-4361,NA,http://serrano.house.gov/rss.xml,RepJoseSerrano,RepJoseSerrano,NA,NA,S000248,01042,N00001813,NA,H0NY18065,14306,400366,26981,Jose Serrano,NA,29134,José E. Serrano
Sessions,Pete,A.,NA,NA,Pete Sessions,1955-03-22,M,rep,TX,32,NA,Republican,https://sessions.house.gov,2233 Rayburn House Office Building; Washington DC 20515-4332,202-225-2231,NA,http://sessions.house.gov/?a=rss.feed,PeteSessions,petesessions,PeteSessions,UCDSBWdAlrCZq2W8P3wR_LCg,S000250,01525,N00005681,NA,H2TX03126,36807,400367,288,Pete Sessions,NA,29759,Pete Sessions
Sewell,Terri,A.,NA,NA,Terri A. Sewell,1965-01-01,F,rep,AL,7,NA,Democrat,https://sewell.house.gov,2201 Rayburn House Office Building; Washington DC 20515-0107,202-225-2665,NA,http://sewell.house.gov/rss.xml,RepTerriSewell,RepSewell,RepSewell,UCHkEHtfrfUWOFtbUFQTQH7Q,S001185,01988,N00030622,NA,H0AL07086,623257,412396,121621,Terri Sewell,NA,21102,Terri Sewell
Shelby,Richard,C.,NA,NA,Richard C. Shelby,1934-05-06,M,sen,AL,NA,3,Republican,https://www.shelby.senate.gov,304 Russell Senate Office Building Washington DC 20510,202-224-5744,https://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,http://www.shelby.senate.gov/public/index.cfm/rss/feed,SenShelby,RichardShelby,SenatorRichardShelby,UCyMzDCRZrmhr_OGDjVuAeJw,S000320,01049,N00009920,S184,S6AL00013,1859,300089,53266,Richard Shelby,NA,94659,Richard Shelby
Sherman,Brad,J.,NA,NA,Brad Sherman,1954-10-24,M,rep,CA,30,NA,Democrat,https://sherman.house.gov,2181 Rayburn House Office Building; Washington DC 20515-0530,202-225-5911,NA,http://bradsherman.house.gov/press-releases-and-columns/rss.shtml,BradSherman,63158229861,shermanca27,UCPisrz6-SLwVy2l9Mcy8kug,S000344,01526,N00006897,NA,H6CA24113,45124,400371,142,NA,NA,29707,Brad Sherman
Shimkus,John,M.,NA,NA,John Shimkus,1958-02-21,M,rep,IL,15,NA,Republican,https://shimkus.house.gov,2217 Rayburn House Office Building; Washington DC 20515-1315,202-225-5271,NA,http://shimkus.house.gov/rss.xml,RepShimkus,repshimkus,repshimkus,UCVXSvuk-csQRKBI0oPzcEnw,S000364,01527,N00004961,NA,H2IL20042,30623,400373,246,John M. Shimkus,NA,29718,John Shimkus
Shuster,Bill,NA,NA,NA,Bill Shuster,1961-01-10,M,rep,PA,9,NA,Republican,https://shuster.house.gov,2079 Rayburn House Office Building; Washington DC 20515-3809,202-225-2431,NA,http://shuster.house.gov/common/rss//index.cfm?rss=49,RepBillShuster,Rep.Shuster,repshuster,UCEfLAXoX-pV3ETccADGOdXg,S001154,01681,N00013770,NA,H2PA09035,89108,409888,55693,NA,NA,20134,Bill Shuster
Simpson,Michael,K.,NA,Mike,Michael K. Simpson,1950-09-08,M,rep,ID,2,NA,Republican,https://simpson.house.gov,2084 Rayburn House Office Building; Washington DC 20515-1202,202-225-5531,NA,http://simpson.house.gov/news/rss.aspx,CongMikeSimpson,96007744606,CongMikeSimpson,UCNXe0rJJeULTAP_7oyQNw8g,S001148,01590,N00006263,NA,H8ID02064,57889,400376,2917,Michael K. Simpson,NA,29910,Mike Simpson
Sires,Albio,NA,NA,NA,Albio Sires,1951-01-26,M,rep,NJ,8,NA,Democrat,https://sires.house.gov,2342 Rayburn House Office Building; Washington DC 20515-3008,202-225-7919,NA,http://sires.house.gov/rss.xml,RepSires,81058818750,RepSiresNJ13,UCfdEcWPNGoIxpYoTANF4PBA,S001165,01818,N00027523,NA,H6NJ13191,1022293,412186,22510,Albio Sires,NA,20542,Albio Sires
Smith,Adam,NA,NA,NA,Adam Smith,1965-06-15,M,rep,WA,9,NA,Democrat,https://adamsmith.house.gov,2264 Rayburn House Office Building; Washington DC 20515-4709,202-225-8901,NA,http://www.house.gov/news/rss.aspx,RepAdamSmith,RepAdamSmith,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g,S000510,01528,N00007833,NA,H6WA09025,44329,400379,845,Adam Smith,NA,29768,Adam Smith (politician)
Smith,Adrian,NA,NA,NA,Adrian Smith,1970-12-19,M,rep,NE,3,NA,Republican,https://adriansmith.house.gov,320 Cannon House Office Building; Washington DC 20515-2703,202-225-6435,NA,http://adriansmith.house.gov/rss.xml,RepAdrianSmith,NA,RepAdrianSmith,UCIgn2z-hwxx_aeggnyhv54Q,S001172,01860,N00027623,NA,H6NE03115,1022845,412217,21284,Adrian Smith,NA,20729,Adrian Smith (politician)
Smith,Christopher,H.,NA,Chris,Christopher H. Smith,1953-03-04,M,rep,NJ,4,NA,Republican,https://chrissmith.house.gov,2373 Rayburn House Office Building; Washington DC 20515-3004,202-225-3765,NA,http://chrissmith.house.gov/news/rss.aspx,RepChrisSmith,RepChrisSmith,USRepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,S000522,01071,N00009816,NA,H8NJ04014,6411,400380,26952,NA,NA,14863,Chris Smith (New Jersey politician)
Smith,Lamar,S.,NA,NA,Lamar Smith,1947-11-19,M,rep,TX,21,NA,Republican,https://lamarsmith.house.gov,2409 Rayburn House Office Building; Washington DC 20515-4321,202-225-4236,NA,http://lamarsmith.house.gov/news/rss.aspx,LamarSmithTX21,LamarSmithTX21,lamarsmithtexas21,UCc2q5flh9dSoyg4W9osGW8Q,S000583,01075,N00001811,NA,H6TX21012,8884,400381,27097,Lamar Smith,NA,15445,Lamar Smith
Speier,Jackie,NA,NA,NA,Jackie Speier,1950-05-14,F,rep,CA,14,NA,Democrat,https://speier.house.gov,2465 Rayburn House Office Building; Washington DC 20515-0514,202-225-3531,NA,http://speier.house.gov/index.php?format=feed&amp;type=rss,RepSpeier,JackieSpeier,jackiespeierca12,UCevmyTb0HSO8irVaR2gYyoA,S001175,01890,N00029649,NA,H8CA12171,1027627,412259,8425,NA,NA,20762,Jackie Speier
Stivers,Steve,NA,NA,NA,Steve Stivers,1965-03-24,M,rep,OH,15,NA,Republican,https://stivers.house.gov,1022 Longworth House Office Building; Washington DC 20515-3515,202-225-2015,NA,http://stivers.house.gov/news/rss.aspx,RepSteveStivers,116058275133542,RepSteveStivers,UCfZrE20pIcR-LeFUV7r2Ixw,S001187,02047,N00029574,NA,H8OH15076,62320,412461,45333,Steve Stivers,NA,21163,Steve Stivers
Sánchez,Linda,T.,NA,NA,Linda T. Sánchez,1969-01-28,F,rep,CA,38,NA,Democrat,https://lindasanchez.house.gov,2329 Rayburn House Office Building; Washington DC 20515-0538,202-225-6676,NA,http://lindasanchez.house.gov/index.php?format=feed&amp;type=rss,RepLindaSanchez,CongresswomanLindaSanchez,LindaTSanchez,UCu1K6uHxjMgj2mvzM7O9-ow,S001156,01757,N00024870,NA,H2CA39078,1003554,400355,29674,NA,NA,20310,Linda Sánchez
Thompson,Bennie,G.,NA,NA,Bennie G. Thompson,1948-01-28,M,rep,MS,2,NA,Democrat,https://benniethompson.house.gov,2466 Rayburn House Office Building; Washington DC 20515-2402,202-225-5876,NA,http://benniethompson.house.gov/index.php?format=feed&amp;type=rss,BennieGThompson,CongressmanBennieGThompson,RepBennieThompson,UCzt2pBxh0dI24kYrWretXRw,T000193,01151,N00003288,NA,H4MS02068,7304,400402,26929,NA,NA,29368,Bennie Thompson
Thompson,Mike,Michael,NA,NA,Mike Thompson,1951-01-24,M,rep,CA,5,NA,Democrat,https://mikethompson.house.gov,231 Cannon House Office Building; Washington DC 20515-0505,202-225-3311,NA,http://mikethompson.house.gov/news/rss.aspx,RepThompson,RepMikeThompson,CongressmanMThompson,UC6pGbtqHZYZmScFGSz5bbdg,T000460,01593,N00007419,NA,H8CA01109,57872,400403,3564,NA,NA,29901,Mike Thompson (California politician)
Thompson,Glenn,NA,NA,NA,Glenn Thompson,1959-07-27,M,rep,PA,5,NA,Republican,https://thompson.house.gov,124 Cannon House Office Building; Washington DC 20515-3805,202-225-5121,NA,http://thompson.house.gov/rss.xml,CongressmanGT,CongressmanGT,CongressmanGT,UCNWX7lbWWvnNdzVMFI9DRiQ,T000467,01952,N00029736,NA,H8PA05071,1031359,412317,24046,NA,NA,20946,Glenn Thompson (politician)
Thornberry,Mac,M.,NA,NA,Mac Thornberry,1958-07-15,M,rep,TX,13,NA,Republican,https://thornberry.house.gov,2208 Rayburn House Office Building; Washington DC 20515-4313,202-225-3706,NA,NA,MacTXPress,repmacthornberry,RepMacThornberry,UCIfCqubtIZnQDwDS8YNmL2A,T000238,01155,N00006052,NA,H4TX13014,36814,400404,21706,Mac Thornberry,NA,29572,Mac Thornberry
Thune,John,NA,NA,NA,John Thune,1961-01-07,M,sen,SD,NA,3,Republican,https://www.thune.senate.gov,511 Dirksen Senate Office Building Washington DC 20510,202-224-2321,http://www.thune.senate.gov/public/index.cfm/contact,http://www.thune.senate.gov/public/index.cfm/rss/feed,SenJohnThune,NA,johnthune,UCRu6lpRfxhkDGUrKDgQNZYQ,T000250,01534,N00004572,S303,"S2SD00068,H6SD00085",45552,400546,398,John Thune,NA,29754,John Thune
Tipton,Scott,R.,NA,NA,Scott R. Tipton,1956-11-09,M,rep,CO,3,NA,Republican,https://tipton.house.gov,218 Cannon House Office Building; Washington DC 20515-0603,202-225-4761,NA,http://tipton.house.gov/rss.xml,RepTipton,CongressmanScottTipton,RepScottTipton,UCh9ssh1dvzpr1HOWaFm8rcg,T000470,01997,N00027509,NA,H6CO03139,60384,412405,65403,Scott Tipton,NA,21111,Scott Tipton
Tonko,Paul,NA,NA,NA,Paul Tonko,1949-06-18,M,rep,NY,20,NA,Democrat,https://tonko.house.gov,2463 Rayburn House Office Building; Washington DC 20515-3220,202-225-5076,NA,http://tonko.house.gov/rss/press-releases.xml,RepPaulTonko,reppaultonko,reppaultonko,UC3P2SGFmmuCYRsjeso0hOQQ,T000469,01942,N00030196,NA,H8NY21203,1031353,412319,4403,NA,NA,20934,Paul Tonko
Toomey,Patrick,J.,NA,Pat,Patrick J. Toomey,1961-11-17,M,sen,PA,NA,3,Republican,https://www.toomey.senate.gov,248 Russell Senate Office Building Washington DC 20510,202-224-4254,https://www.toomey.senate.gov/?p=contact,http://toomey.senate.gov/rss/?p=hot_topic,SenToomey,senatortoomey,sentoomey,UCDUM4FFU1p-_YuHqmBglyXw,T000461,02085,N00001489,S351,"S4PA00121,H8PA15096",7958,400408,24096,Pat Toomey,NA,29935,Pat Toomey
Tsongas,Niki,S.,NA,NA,Niki Tsongas,1946-04-26,F,rep,MA,3,NA,Democrat,https://tsongas.house.gov,1714 Longworth House Office Building; Washington DC 20515-2103,202-225-3411,NA,http://tsongas.house.gov/rss/press-releases.xml,NikiInTheHouse,RepTsongas,RepTsongas,UCVyHRbyMpIF3_Xfl4LzumCA,T000465,01884,N00029026,NA,H8MA05143,21764,412254,89417,Niki Tsongas,NA,20754,Niki Tsongas
Turner,Michael,R.,NA,NA,Michael R. Turner,1960-01-11,M,rep,OH,10,NA,Republican,https://turner.house.gov,2368 Rayburn House Office Building; Washington DC 20515-3510,202-225-6465,NA,http://turner.house.gov/news/rss.aspx,RepMikeTurner,RepMikeTurner,CongressmanTurner,UC-6Ss-aZ3OPisf9GdVGtN8g,T000463,01741,N00025175,NA,"H2OH03067,H2OH03091",1003607,400411,45519,Michael R. Turner,NA,20342,Mike Turner
Upton,Fred,Stephen,NA,NA,Fred Upton,1953-04-23,M,rep,MI,6,NA,Republican,https://upton.house.gov,2183 Rayburn House Office Building; Washington DC 20515-2206,202-225-3761,NA,http://www.house.gov/news/rss.aspx,RepFredUpton,RepFredUpton,RepFredUpton,UCsN16IzEo4ViZNEMgeCrQ7w,U000031,01177,N00004133,NA,H6MI04113,12127,400414,26906,Fred Upton,NA,15446,Fred Upton
Van Hollen,Chris,NA,Jr.,NA,Chris Van Hollen,1959-01-10,M,sen,MD,NA,3,Democrat,https://www.vanhollen.senate.gov,110 Hart Senate Office Building Washington DC 20510,202-224-4654,http://www.vanhollen.senate.gov/contact/email,NA,ChrisVanHollen,chrisvanhollen,RepChrisVanHollen,UCkpfJWu1N9Okd6PE_NidtBQ,V000128,01729,N00013820,S390,"H2MD08126,S6MD03441",20756,400415,6098,NA,NA,20330,Chris Van Hollen
Velázquez,Nydia,M.,NA,NA,Nydia M. Velázquez,1953-03-28,F,rep,NY,7,NA,Democrat,https://velazquez.house.gov,2302 Rayburn House Office Building; Washington DC 20515-3207,202-225-2361,NA,NA,NydiaVelazquez,8037068318,nydiavelazquez,UCqMKPkKeeHFOOiZ9vxhXGVg,V000081,01184,N00001102,NA,H2NY00010,26160,400416,26975,NA,NA,29378,Nydia Velázquez
Visclosky,Peter,J.,NA,NA,Peter J. Visclosky,1949-08-13,M,rep,IN,1,NA,Democrat,https://visclosky.house.gov,2328 Rayburn House Office Building; Washington DC 20515-1401,202-225-2461,NA,http://visclosky.house.gov/rss.xml,RepVisclosky,repvisclosky,PeteVisclosky1,UC9njNo6tTComo9Kn7imz7Mg,V000108,01188,N00003813,NA,H4IN01012,6785,400417,26851,Peter J. Visclosky,NA,15124,Pete Visclosky
Walberg,Tim,NA,NA,NA,Tim Walberg,1951-04-12,M,rep,MI,7,NA,Republican,https://walberg.house.gov,2436 Rayburn House Office Building; Washington DC 20515-2207,202-225-6276,NA,http://walberg.house.gov/news/rss.aspx,RepWalberg,RepWalberg,RepWalberg,UChpf3_3Wn8f3qSJbsYXrhvg,W000798,01855,N00026368,NA,H4MI07103,1022844,412213,8618,Tim Walberg,NA,20725,Tim Walberg
Walden,Greg,P.,NA,NA,Greg Walden,1957-01-10,M,rep,OR,2,NA,Republican,https://walden.house.gov,2185 Rayburn House Office Building; Washington DC 20515-3702,202-225-6730,NA,http://walden.house.gov/common/rss/?rss=100,RepGregWalden,repgregwalden,RepGregWalden,UCyaDp6ANSM9tvW7Y3LT_4KQ,W000791,01596,N00007690,NA,H6OR02116,57892,400419,2979,Greg Walden,NA,29932,Greg Walden
Walz,Timothy,James,NA,NA,Timothy J. Walz,1964-04-06,M,rep,MN,1,NA,Democrat,https://walz.house.gov,2313 Rayburn House Office Building; Washington DC 20515-2301,202-225-2472,NA,http://walz.house.gov/index.php?format=feed&amp;type=rss,RepTimWalz,NA,1529tjw,UCAaYwb6XgcSVZ-5s3ei2g6g,W000799,01856,N00027467,NA,H6MN01174,1018510,412214,65443,Tim Walz,NA,20726,Tim Walz
Wasserman Schultz,Debbie,NA,NA,NA,Debbie Wasserman Schultz,1966-09-27,F,rep,FL,23,NA,Democrat,https://wassermanschultz.house.gov,1114 Longworth House Office Building; Washington DC 20515-0923,202-225-7931,NA,http://wassermanschultz.house.gov/atom.xml,RepDWStweets,RepDWS,RepWassermanSchultz,UCfHQiJVvMlYbVAxrMSLdO4w,W000797,01777,N00026106,NA,H4FL20023,86882,400623,24301,Debbie Wasserman Schultz,NA,20504,Debbie Wasserman Schultz
Waters,Maxine,NA,NA,NA,Maxine Waters,1938-08-15,F,rep,CA,43,NA,Democrat,https://waters.house.gov,2221 Rayburn House Office Building; Washington DC 20515-0543,202-225-2201,NA,http://waters.house.gov/news/rss.aspx,RepMaxineWaters,MaxineWaters,MaxineWaters,UCOQ2js1VYFlo74n7Ns8WsLQ,W000187,01205,N00006690,NA,H4CA23011,1953,400422,26759,Maxine Waters,NA,29106,Maxine Waters
Webster,Daniel,NA,NA,NA,Daniel Webster,1949-04-27,M,rep,FL,11,NA,Republican,https://webster.house.gov,1210 Longworth House Office Building; Washington DC 20515-0911,202-225-1002,NA,http://webster.house.gov/news/rss.aspx,RepWebster,RepWebster,repdanwebster,UCCoX4VdU7U11eGEA0lbRtLw,W000806,02002,N00026335,NA,"H0FL08208,S4FL00256",30504,412410,24302,Daniel Webster,NA,21116,Daniel Webster (Florida politician)
Welch,Peter,NA,NA,NA,Peter Welch,1947-05-02,M,rep,VT,0,NA,Democrat,https://welch.house.gov,2303 Rayburn House Office Building; Washington DC 20515-4500,202-225-4115,NA,http://www.welch.house.gov/index.php?format=feed&amp;type=rss,PeterWelch,PeterWelch,reppeterwelch,UC0YfApJx6qNaAQ-ir93U8xA,W000800,01879,N00000515,NA,"H6VT00160,H8VT00034",1019990,412239,51272,Peter Welch,NA,20750,Peter Welch
Wilson,Joe,G.,NA,NA,Joe Wilson,1947-07-31,M,rep,SC,2,NA,Republican,https://joewilson.house.gov,1436 Longworth House Office Building; Washington DC 20515-4002,202-225-2452,NA,http://joewilson.house.gov/news/rss.aspx,RepJoeWilson,JoeWilson,RepJoeWilson,UC3aR1B8m7Z1uycO65yDnpCg,W000795,01688,N00024809,NA,H2SC02059,1002567,400433,3985,Joe Wilson,NA,20138,Joe Wilson (American politician)
Wilson,Frederica,S.,NA,NA,Frederica S. Wilson,1942-11-05,F,rep,FL,24,NA,Democrat,https://wilson.house.gov,2445 Rayburn House Office Building; Washington DC 20515-0924,202-225-4506,NA,http://wilson.house.gov/common/rss//index.cfm?rss=49,RepWilson,RepWilson,repfredericawilson,UCP5QBhng_lHv-vJgE_h7lpA,W000808,02004,N00030650,NA,H0FL17068,87016,412412,17319,Frederica Wilson,NA,21118,Frederica Wilson
Wittman,Robert,J.,NA,NA,Robert J. Wittman,1959-02-03,M,rep,VA,1,NA,Republican,https://wittman.house.gov,2055 Rayburn House Office Building; Washington DC 20515-4601,202-225-4261,NA,http://www.wittman.house.gov/index.php?format=feed&amp;type=rss,RobWittman,RepRobWittman,RobWittman,UCIqIb-OaTbkIdU426eYIdPg,W000804,01886,N00029459,NA,H8VA01147,1028089,412255,58133,Robert J. Wittman,NA,20756,Rob Wittman
Womack,Steve,NA,NA,NA,Steve Womack,1957-02-18,M,rep,AR,3,NA,Republican,https://womack.house.gov,2412 Rayburn House Office Building; Washington DC 20515-0403,202-225-4301,NA,http://womack.house.gov/news/rss.aspx,Rep_SteveWomack,RepSteveWomack,CongressmanWomack,UCXJbUDLYX-wGIhRuN66hqZw,W000809,01991,N00031857,NA,H0AR03055,1033625,412402,71815,Steve Womack,NA,21108,Steve Womack
Woodall,Rob,NA,NA,NA,Rob Woodall,1970-02-11,M,rep,GA,7,NA,Republican,https://woodall.house.gov,1724 Longworth House Office Building; Washington DC 20515-1007,202-225-4272,NA,http://woodall.house.gov/rss.xml,RepRobWoodall,RepRobWoodall,RobWoodallGA07,UC7MSlu8zV6Mf8wYzek2Cb-w,W000810,02008,N00032416,NA,H0GA07133,623342,412416,122251,NA,NA,21122,Rob Woodall
Wyden,Ron,NA,NA,NA,Ron Wyden,1949-05-03,M,sen,OR,NA,3,Democrat,https://www.wyden.senate.gov,221 Dirksen Senate Office Building Washington DC 20510,202-224-5244,https://www.wyden.senate.gov/contact/,http://www.wyden.senate.gov/rss/feeds/?type=all&amp;,RonWyden,NA,senronwyden,UCsd3UEaoLoqX60P88BdpGGw,W000779,01247,N00007724,S247,"S6OR00110,H0OR03026",1962,300100,27036,Ron Wyden,NA,14871,Ron Wyden
Yarmuth,John,A.,NA,NA,John A. Yarmuth,1947-11-04,M,rep,KY,3,NA,Democrat,https://yarmuth.house.gov,131 Cannon House Office Building; Washington DC 20515-1703,202-225-5401,NA,NA,RepJohnYarmuth,214258646163,RepJohnYarmuth,UCy5KW4yrEfEiyZRX45Eoxkg,Y000062,01853,N00028073,NA,H6KY03124,1021662,412211,58579,John Yarmuth,NA,20723,John Yarmuth
Yoder,Kevin,NA,NA,NA,Kevin Yoder,1976-01-08,M,rep,KS,3,NA,Republican,https://yoder.house.gov,2433 Rayburn House Office Building; Washington DC 20515-1603,202-225-2865,NA,http://yoder.house.gov/common/rss/index.cfm?rss=49,RepKevinYoder,CongressmanKevinYoder,RepYoder,UCCeYmn4A8kZEHCcAfeUW9lQ,Y000063,02021,N00031502,NA,H0KS03137,61843,412430,34433,Kevin Yoder,NA,21135,Kevin Yoder
Young,Don,E.,NA,NA,Don Young,1933-06-09,M,rep,AK,0,NA,Republican,https://donyoung.house.gov,2314 Rayburn House Office Building; Washington DC 20515-0200,202-225-5765,NA,http://donyoung.house.gov/news/rss.aspx,RepDonYoung,RepDonYoung,RepDonYoung,UCg5ZIR5-82EbJiNeI1bqT-A,Y000033,01256,N00007999,NA,H6AK00045,1897,400440,26717,Don Young,NA,14066,Don Young
Young,Todd,C.,NA,NA,Todd Young,1972-08-24,M,sen,IN,NA,3,Republican,https://www.young.senate.gov,400 Russell Senate Office Building Washington DC 20510,202-224-5623,https://www.young.senate.gov/contact,NA,SenToddYoung,SenatorToddYoung,RepToddYoung,UCuknj4PGn91gHDNAfboZEgQ,Y000064,02019,N00030670,S391,"H0IN09070,S6IN00191",1033743,412428,120345,Todd Young,NA,21133,Todd Young
Heller,Dean,NA,NA,NA,Dean Heller,1960-05-10,M,sen,NV,NA,1,Republican,https://www.heller.senate.gov/public,324 Hart Senate Office Building Washington DC 20510,202-224-6244,http://www.heller.senate.gov/public/index.cfm/contact-form,http://www.heller.senate.gov/public/index.cfm/rss/feed,SenDeanHeller,SenDeanHeller,SenDeanHeller,UCTS6f940sIirkO6ICyx4ksw,H001041,01863,N00027522,S352,"H6NV02164,S2NV00183",1012368,412218,2291,Dean Heller,NA,20730,Dean Heller
Amodei,Mark,E.,NA,NA,Mark E. Amodei,1958-06-12,M,rep,NV,2,NA,Republican,https://amodei.house.gov,332 Cannon House Office Building; Washington DC 20515-2802,202-225-6155,NA,http://amodei.house.gov/common/rss//?rss=49,MarkAmodeiNV2,MarkAmodeiNV2,markamodeinv2,UCjOGx2iqSn1r3BQxaVgYhYw,A000369,02090,N00031177,NA,"H2NV02395,H1NV02017,S0NV00237",62817,412500,12537,Mark Amodei,NA,21196,Mark Amodei
