start_date,length,race,name,party,chamber,support,end_date,poll,pollster,sponsor,n,pop,method,internal,partisan,tracking
2018-09-27,4,PA-01,Fitzpatrick,R,house,0.52,2018-10-01,56010,320,NA,353,lv,Live Phone,FALSE,NA,NA
2018-09-27,4,FL-26,Mucarsel-Powell,D,house,0.5,2018-10-01,56048,907,451,500,lv,NA,TRUE,DEM,NA
2018-09-27,4,FL-26,Curbelo,R,house,0.48,2018-10-01,56048,907,451,500,lv,NA,TRUE,DEM,NA
2018-09-27,3,IA-03,Axne,D,house,0.4426,2018-09-30,55917,1424,134,502,lv,Live Phone,FALSE,NA,NA
2018-09-27,3,IA-03,Young,R,house,0.43,2018-09-30,55917,1424,134,502,lv,Live Phone,FALSE,NA,NA
2018-09-27,3,IA-03,Axne,D,house,0.40890000000000004,2018-09-30,55917,1424,134,502,rv,Live Phone,FALSE,NA,NA
2018-09-27,3,IA-03,Young,R,house,0.4177,2018-09-30,55917,1424,134,502,rv,Live Phone,FALSE,NA,NA
2018-09-27,3,MN-08,Radinovich,D,house,0.45,2018-09-30,55965,1380,NA,400,lv,Live Phone,TRUE,DEM,NA
2018-09-27,3,MN-08,Stauber,R,house,0.44,2018-09-30,55965,1380,NA,400,lv,Live Phone,TRUE,DEM,NA
2018-09-27,3,NE-02,Eastman,D,house,0.45,2018-09-30,56039,187,NA,400,lv,NA,TRUE,DEM,NA
2018-09-27,3,NE-02,Bacon,R,house,0.49,2018-09-30,56039,187,NA,400,lv,NA,TRUE,DEM,NA
2018-09-27,1,AZ-01,O'Halleran,D,house,0.36229999999999996,2018-09-28,55970,1456,NA,738,lv,Automated Phone,TRUE,REP,NA
2018-09-27,1,AZ-01,Rogers,R,house,0.3944,2018-09-28,55970,1456,NA,738,lv,Automated Phone,TRUE,REP,NA
2018-09-27,1,TX-12,Adia,D,house,0.3,2018-09-28,56283,383,NA,590,v,NA,TRUE,DEM,NA
2018-09-27,1,TX-12,Granger,R,house,0.62,2018-09-28,56283,383,NA,590,v,NA,TRUE,DEM,NA
2018-09-27,10,MO-S1,McCaskill,D,senate,0.44,2018-10-07,56137,744,711027,1111,lv,Online,FALSE,NA,NA
2018-09-27,10,MO-S1,Hawley,R,senate,0.452,2018-10-07,56137,744,711027,1111,lv,Online,FALSE,NA,NA
2018-09-27,10,MO-S1,O'Dear,I,senate,0.02,2018-10-07,56137,744,711027,1111,lv,Online,FALSE,NA,NA
2018-09-27,10,MO-S1,McCaskill,D,senate,0.36,2018-10-07,56137,744,711027,1998,a,Online,FALSE,NA,NA
2018-09-27,10,MO-S1,Hawley,R,senate,0.36,2018-10-07,56137,744,711027,1998,a,Online,FALSE,NA,NA
2018-09-27,10,MO-S1,O'Dear,I,senate,0.03,2018-10-07,56137,744,711027,1998,a,Online,FALSE,NA,NA
2018-09-27,9,RI-S1,Whitehouse,D,senate,0.5700000000000001,2018-10-06,56114,525,10771078,503,lv,Live Phone,FALSE,NA,NA
2018-09-27,9,RI-S1,Flanders,R,senate,0.33,2018-10-06,56114,525,10771078,503,lv,Live Phone,FALSE,NA,NA
2018-09-27,3,AZ-S1,Sinema,D,senate,0.446,2018-09-30,56007,458,743,500,lv,Live Phone,FALSE,NA,NA
2018-09-27,3,AZ-S1,McSally,R,senate,0.41600000000000004,2018-09-30,56007,458,743,500,lv,Live Phone,FALSE,NA,NA
2018-09-27,3,ME-S1,Ringelstein,D,senate,0.08,2018-09-30,56161,1462,NA,750,lv,IVR/Online,TRUE,REP,NA
2018-09-27,3,ME-S1,Brakey,R,senate,0.36,2018-09-30,56161,1462,NA,750,lv,IVR/Online,TRUE,REP,NA
2018-09-27,3,ME-S1,King,I,senate,0.47000000000000003,2018-09-30,56161,1462,NA,750,lv,IVR/Online,TRUE,REP,NA
2018-09-28,30,PA-07,Wild,D,house,0.456,2018-10-28,56219,1461,1079,1084,rv,Live Phone,FALSE,NA,NA
2018-09-28,30,PA-07,Nothstein,R,house,0.335,2018-10-28,56219,1461,1079,1084,rv,Live Phone,FALSE,NA,NA
2018-09-28,30,PA-07,Wild,D,house,0.48700000000000004,2018-10-28,56219,1461,1079,809,lv,Live Phone,FALSE,NA,NA
2018-09-28,30,PA-07,Nothstein,R,house,0.376,2018-10-28,56219,1461,1079,809,lv,Live Phone,FALSE,NA,NA
2018-09-28,5,MI-08,Slotkin,D,house,0.435,2018-10-03,55939,1424,134,501,lv,Live Phone,FALSE,NA,NA
2018-09-28,5,MI-08,Bishop,R,house,0.46909999999999996,2018-10-03,55939,1424,134,501,lv,Live Phone,FALSE,NA,NA
2018-09-28,5,MI-08,Slotkin,D,house,0.4288,2018-10-03,55939,1424,134,501,rv,Live Phone,FALSE,NA,NA
2018-09-28,5,MI-08,Bishop,R,house,0.46020000000000005,2018-10-03,55939,1424,134,501,rv,Live Phone,FALSE,NA,NA
2018-09-28,4,CA-39,Cisneros,D,house,0.48,2018-10-02,56080,495,NA,400,lv,Live Phone/Online,TRUE,DEM,NA
2018-09-28,4,CA-39,Kim,R,house,0.47000000000000003,2018-10-02,56080,495,NA,400,lv,Live Phone/Online,TRUE,DEM,NA
2018-09-28,10,OH-S1,Brown,D,senate,0.495,2018-10-08,56094,1246,NA,1017,lv,Online,FALSE,NA,NA
2018-09-28,10,OH-S1,Renacci,R,senate,0.33,2018-10-08,56094,1246,NA,1017,lv,Online,FALSE,NA,NA
2018-09-28,2,FL-S1,Nelson,D,senate,0.48,2018-09-30,55960,383,946,779,v,Automated Phone,FALSE,DEM,NA
2018-09-28,2,FL-S1,Scott,R,senate,0.44,2018-09-30,55960,383,946,779,v,Automated Phone,FALSE,DEM,NA
2018-09-28,0,MT-S1,Tester,D,senate,0.49,2018-09-28,55955,383,946,594,v,NA,FALSE,DEM,NA
2018-09-28,0,MT-S1,Rosendale,R,senate,0.45,2018-09-28,55955,383,946,594,v,NA,FALSE,DEM,NA
2018-09-29,3,MN-02,Craig,D,house,0.514,2018-10-02,55937,1424,134,487,lv,Live Phone,FALSE,NA,NA
2018-09-29,3,MN-02,Lewis,R,house,0.3937,2018-10-02,55937,1424,134,487,lv,Live Phone,FALSE,NA,NA
2018-09-29,3,MN-02,Craig,D,house,0.49420000000000003,2018-10-02,55937,1424,134,487,rv,Live Phone,FALSE,NA,NA
2018-09-29,3,MN-02,Lewis,R,house,0.3753,2018-10-02,55937,1424,134,487,rv,Live Phone,FALSE,NA,NA
2018-09-29,3,ND-01,Schneider,D,house,0.33,2018-10-02,56020,590,NA,801,rv,Live Phone,FALSE,NA,NA
2018-09-29,3,ND-01,Armstrong,R,house,0.49,2018-10-02,56020,590,NA,801,rv,Live Phone,FALSE,NA,NA
2018-09-29,3,ND-01,Schneider,D,house,0.34,2018-10-02,56020,590,NA,704,lv,Live Phone,FALSE,NA,NA
2018-09-29,3,ND-01,Armstrong,R,house,0.51,2018-10-02,56020,590,NA,704,lv,Live Phone,FALSE,NA,NA
2018-09-29,2,MN-02,Craig,D,house,0.43,2018-10-01,56004,1418,452,412,lv,NA,TRUE,REP,NA
2018-09-29,2,MN-02,Lewis,R,house,0.46,2018-10-01,56004,1418,452,412,lv,NA,TRUE,REP,NA
2018-09-29,2,CA-50,Campa-Najjar,D,house,0.444,2018-10-01,56035,495,NA,400,lv,NA,TRUE,DEM,NA
2018-09-29,2,CA-50,Hunter,R,house,0.451,2018-10-01,56035,495,NA,400,lv,NA,TRUE,DEM,NA
2018-09-29,2,IL-06,Casten,D,house,0.49,2018-10-01,56081,172,NA,400,lv,NA,TRUE,DEM,NA
2018-09-29,2,IL-06,Roskam,R,house,0.44,2018-10-01,56081,172,NA,400,lv,NA,TRUE,DEM,NA
2018-09-29,2,IL-13,Londrigan,D,house,0.37,2018-10-01,56147,24,762,400,lv,NA,FALSE,REP,NA
2018-09-29,2,IL-13,Davis,R,house,0.5,2018-10-01,56147,24,762,400,lv,NA,FALSE,REP,NA
2018-09-29,3,AZ-S1,Sinema,D,senate,0.47000000000000003,2018-10-02,56016,590,NA,716,lv,Live Phone,FALSE,NA,NA
2018-09-29,3,AZ-S1,McSally,R,senate,0.45,2018-10-02,56016,590,NA,716,lv,Live Phone,FALSE,NA,NA
2018-09-29,3,AZ-S1,Sinema,D,senate,0.45,2018-10-02,56016,590,NA,806,rv,Live Phone,FALSE,NA,NA
2018-09-29,3,AZ-S1,McSally,R,senate,0.44,2018-10-02,56016,590,NA,806,rv,Live Phone,FALSE,NA,NA
2018-09-29,3,TN-S1,Bredesen,D,senate,0.43,2018-10-02,56017,590,NA,666,lv,Live Phone,FALSE,NA,NA
2018-09-29,3,TN-S1,Blackburn,R,senate,0.48,2018-10-02,56017,590,NA,666,lv,Live Phone,FALSE,NA,NA
2018-09-29,3,TN-S1,Bredesen,D,senate,0.41000000000000003,2018-10-02,56017,590,NA,806,rv,Live Phone,FALSE,NA,NA
2018-09-29,3,TN-S1,Blackburn,R,senate,0.47000000000000003,2018-10-02,56017,590,NA,806,rv,Live Phone,FALSE,NA,NA
2018-09-29,3,IN-S1,Donnelly,D,senate,0.43,2018-10-02,56018,590,NA,695,lv,Live Phone,FALSE,NA,NA
2018-09-29,3,IN-S1,Braun,R,senate,0.41000000000000003,2018-10-02,56018,590,NA,695,lv,Live Phone,FALSE,NA,NA
2018-09-29,3,IN-S1,Donnelly,D,senate,0.41000000000000003,2018-10-02,56018,590,NA,806,rv,Live Phone,FALSE,NA,NA
2018-09-29,3,IN-S1,Braun,R,senate,0.4,2018-10-02,56018,590,NA,806,rv,Live Phone,FALSE,NA,NA
2018-09-29,3,MO-S1,McCaskill,D,senate,0.43,2018-10-02,56019,590,NA,683,lv,Live Phone,FALSE,NA,NA
2018-09-29,3,MO-S1,Hawley,R,senate,0.43,2018-10-02,56019,590,NA,683,lv,Live Phone,FALSE,NA,NA
2018-09-29,3,MO-S1,O'Dear,I,senate,0.04,2018-10-02,56019,590,NA,683,lv,Live Phone,FALSE,NA,NA
2018-09-29,3,MO-S1,McCaskill,D,senate,0.41000000000000003,2018-10-02,56019,590,NA,805,rv,Live Phone,FALSE,NA,NA
2018-09-29,3,MO-S1,Hawley,R,senate,0.41000000000000003,2018-10-02,56019,590,NA,805,rv,Live Phone,FALSE,NA,NA
2018-09-29,3,MO-S1,O'Dear,I,senate,0.04,2018-10-02,56019,590,NA,805,rv,Live Phone,FALSE,NA,NA
2018-09-29,3,MO-S1,McCaskill,D,senate,0.46,2018-10-02,56019,590,NA,683,lv,Live Phone,FALSE,NA,NA
2018-09-29,3,MO-S1,Hawley,R,senate,0.46,2018-10-02,56019,590,NA,683,lv,Live Phone,FALSE,NA,NA
2018-09-29,3,MO-S1,McCaskill,D,senate,0.44,2018-10-02,56019,590,NA,805,rv,Live Phone,FALSE,NA,NA
2018-09-29,3,MO-S1,Hawley,R,senate,0.44,2018-10-02,56019,590,NA,805,rv,Live Phone,FALSE,NA,NA
2018-09-29,3,ND-S1,Heitkamp,D,senate,0.41000000000000003,2018-10-02,56020,590,NA,704,lv,Live Phone,FALSE,NA,NA
2018-09-29,3,ND-S1,Cramer,R,senate,0.53,2018-10-02,56020,590,NA,704,lv,Live Phone,FALSE,NA,NA
2018-09-29,3,ND-S1,Heitkamp,D,senate,0.41000000000000003,2018-10-02,56020,590,NA,801,rv,Live Phone,FALSE,NA,NA
2018-09-29,3,ND-S1,Cramer,R,senate,0.5,2018-10-02,56020,590,NA,801,rv,Live Phone,FALSE,NA,NA
2018-09-29,3,MO-S1,McCaskill,D,senate,0.44,2018-10-02,56034,294,1069,600,lv,Live Phone,FALSE,REP,NA
2018-09-29,3,MO-S1,Hawley,R,senate,0.52,2018-10-02,56034,294,1069,600,lv,Live Phone,FALSE,REP,NA
2018-09-29,2,NJ-S1,Menendez,D,senate,0.52,2018-10-01,56008,537,NA,794,lv,IVR/Online,FALSE,NA,NA
2018-09-29,2,NJ-S1,Hugin,R,senate,0.48,2018-10-01,56008,537,NA,794,lv,IVR/Online,FALSE,NA,NA
2018-09-29,2,AZ-S1,Sinema,D,senate,0.49,2018-10-01,56027,537,NA,702,lv,Online,FALSE,NA,NA
2018-09-29,2,AZ-S1,McSally,R,senate,0.52,2018-10-01,56027,537,NA,702,lv,Online,FALSE,NA,NA
2018-09-29,2,MO-S1,McCaskill,D,senate,0.49,2018-10-01,56028,537,NA,869,lv,Online,FALSE,NA,NA
2018-09-29,2,MO-S1,Hawley,R,senate,0.51,2018-10-01,56028,537,NA,869,lv,Online,FALSE,NA,NA
2018-09-29,1,FL-S1,Nelson,D,senate,0.474,2018-09-30,55962,1357,972,2313,lv,Automated Phone,FALSE,NA,NA
2018-09-29,1,FL-S1,Scott,R,senate,0.467,2018-09-30,55962,1357,972,2313,lv,Automated Phone,FALSE,NA,NA
2018-09-30,2,FL-16,Shapiro,D,house,0.4,2018-10-02,56023,509,NA,551,lv,Live Phone,FALSE,NA,NA
2018-09-30,2,FL-16,Buchanan,R,house,0.49,2018-10-02,56023,509,NA,551,lv,Live Phone,FALSE,NA,NA
2018-09-30,2,KY-06,McGrath,D,house,0.51,2018-10-02,56031,172,NA,501,lv,Automated Phone,TRUE,DEM,NA
2018-09-30,2,KY-06,Barr,R,house,0.44,2018-10-02,56031,172,NA,501,lv,Automated Phone,TRUE,DEM,NA
2018-09-30,2,NM-02,Small,D,house,0.45,2018-10-02,56053,468,NA,400,lv,NA,TRUE,REP,NA
2018-09-30,2,NM-02,Herrell,R,house,0.49,2018-10-02,56053,468,NA,400,lv,NA,TRUE,REP,NA
2018-09-30,7,MI-S1,Stabenow,D,senate,0.505,2018-10-07,56153,317,1088,654,lv,NA,FALSE,REP,NA
2018-09-30,7,MI-S1,James,R,senate,0.41700000000000004,2018-10-07,56153,317,1088,654,lv,NA,FALSE,REP,NA
2018-09-30,4,MN-S2,Smith,D,senate,0.54,2018-10-04,56149,1205,132,637,lv,Live Phone,FALSE,NA,NA
2018-09-30,4,MN-S2,Housley,R,senate,0.38,2018-10-04,56149,1205,132,637,lv,Live Phone,FALSE,NA,NA
2018-09-30,4,MN-S2,Smith,D,senate,0.52,2018-10-04,56149,1205,132,860,rv,Live Phone,FALSE,NA,NA
2018-09-30,4,MN-S2,Housley,R,senate,0.39,2018-10-04,56149,1205,132,860,rv,Live Phone,FALSE,NA,NA
2018-09-30,4,MN-S1,Klobuchar,D,senate,0.59,2018-10-04,56149,1205,132,860,rv,Live Phone,FALSE,NA,NA
2018-09-30,4,MN-S1,Newberger,R,senate,0.32,2018-10-04,56149,1205,132,860,rv,Live Phone,FALSE,NA,NA
2018-09-30,4,MN-S1,Klobuchar,D,senate,0.6,2018-10-04,56149,1205,132,637,lv,Live Phone,FALSE,NA,NA
2018-09-30,4,MN-S1,Newberger,R,senate,0.32,2018-10-04,56149,1205,132,637,lv,Live Phone,FALSE,NA,NA
2018-09-30,4,MN-S1,Klobuchar,D,senate,0.62,2018-10-04,56149,1205,132,860,rv,Live Phone,FALSE,NA,NA
2018-09-30,4,MN-S1,Newberger,R,senate,0.33,2018-10-04,56149,1205,132,860,rv,Live Phone,FALSE,NA,NA
2018-09-30,4,MN-S1,Klobuchar,D,senate,0.63,2018-10-04,56149,1205,132,637,lv,Live Phone,FALSE,NA,NA
2018-09-30,4,MN-S1,Newberger,R,senate,0.33,2018-10-04,56149,1205,132,637,lv,Live Phone,FALSE,NA,NA
2018-09-30,4,WI-S1,Baldwin,D,senate,0.53,2018-10-04,56163,1205,132,781,rv,Live Phone,FALSE,NA,NA
2018-09-30,4,WI-S1,Vukmir,R,senate,0.4,2018-10-04,56163,1205,132,781,rv,Live Phone,FALSE,NA,NA
2018-09-30,4,WI-S1,Baldwin,D,senate,0.54,2018-10-04,56163,1205,132,571,lv,Live Phone,FALSE,NA,NA
2018-09-30,4,WI-S1,Vukmir,R,senate,0.4,2018-10-04,56163,1205,132,571,lv,Live Phone,FALSE,NA,NA
2018-09-30,3,NV-S1,Rosen,D,senate,0.43,2018-10-03,56115,1205,132,780,rv,Live Phone,FALSE,NA,NA
2018-09-30,3,NV-S1,Heller,R,senate,0.45,2018-10-03,56115,1205,132,780,rv,Live Phone,FALSE,NA,NA
2018-09-30,3,NV-S1,Rosen,D,senate,0.44,2018-10-03,56115,1205,132,574,lv,Live Phone,FALSE,NA,NA
2018-09-30,3,NV-S1,Heller,R,senate,0.46,2018-10-03,56115,1205,132,574,lv,Live Phone,FALSE,NA,NA
2018-09-30,3,NV-S1,Rosen,D,senate,0.41000000000000003,2018-10-03,56115,1205,132,780,rv,Live Phone,FALSE,NA,NA
2018-09-30,3,NV-S1,Heller,R,senate,0.42,2018-10-03,56115,1205,132,780,rv,Live Phone,FALSE,NA,NA
2018-09-30,3,NV-S1,Rosen,D,senate,0.42,2018-10-03,56115,1205,132,574,lv,Live Phone,FALSE,NA,NA
2018-09-30,3,NV-S1,Heller,R,senate,0.44,2018-10-03,56115,1205,132,574,lv,Live Phone,FALSE,NA,NA
2018-09-30,3,IN-S1,Donnelly,D,senate,0.39,2018-10-03,56349,24,NA,800,lv,Live Phone,TRUE,REP,NA
2018-09-30,3,IN-S1,Braun,R,senate,0.43,2018-10-03,56349,24,NA,800,lv,Live Phone,TRUE,REP,NA
2018-09-30,2,MI-S1,Stabenow,D,senate,0.527,2018-10-02,56022,176,167168,600,lv,Live Phone,FALSE,NA,NA
2018-09-30,2,MI-S1,James,R,senate,0.34700000000000003,2018-10-02,56022,176,167168,600,lv,Live Phone,FALSE,NA,NA
2018-10-01,6,ME-01,Pingree,D,house,0.534,2018-10-07,56319,365,NA,249,lv,Online,FALSE,NA,NA
2018-10-01,6,ME-01,Holbrook,R,house,0.294,2018-10-07,56319,365,NA,249,lv,Online,FALSE,NA,NA
2018-10-01,6,ME-01,Grohman,I,house,0.105,2018-10-07,56319,365,NA,249,lv,Online,FALSE,NA,NA
2018-10-01,6,ME-02,Golden,D,house,0.365,2018-10-07,56319,365,NA,251,lv,Online,FALSE,NA,NA
2018-10-01,6,ME-02,Poliquin,R,house,0.37,2018-10-07,56319,365,NA,251,lv,Online,FALSE,NA,NA
2018-10-01,6,ME-02,Bond,I,house,0.064,2018-10-07,56319,365,NA,251,lv,Online,FALSE,NA,NA
2018-10-01,6,ME-02,Hoar,I,house,0.027000000000000003,2018-10-07,56319,365,NA,251,lv,Online,FALSE,NA,NA
2018-10-01,5,AK-01,Galvin,D,house,0.46,2018-10-06,55923,1334,NA,500,lv,Live Phone,FALSE,NA,NA
2018-10-01,5,AK-01,Young,R,house,0.49700000000000005,2018-10-06,55923,1334,NA,500,lv,Live Phone,FALSE,NA,NA
2018-10-01,5,MI-11,Stevens,D,house,0.4518,2018-10-06,55998,1424,134,465,lv,Live Phone,FALSE,NA,NA
2018-10-01,5,MI-11,Epstein,R,house,0.3761,2018-10-06,55998,1424,134,465,lv,Live Phone,FALSE,NA,NA
2018-10-01,5,MI-11,Stevens,D,house,0.45799999999999996,2018-10-06,55998,1424,134,465,rv,Live Phone,FALSE,NA,NA
2018-10-01,5,MI-11,Epstein,R,house,0.34700000000000003,2018-10-06,55998,1424,134,465,rv,Live Phone,FALSE,NA,NA
2018-10-01,5,FL-27,Shalala,D,house,0.42,2018-10-06,56167,289,320,625,lv,Live Phone,FALSE,NA,NA
2018-10-01,5,FL-27,Salazar,R,house,0.44,2018-10-06,56167,289,320,625,lv,Live Phone,FALSE,NA,NA
2018-10-01,4,NC-09,McCready,D,house,0.42340000000000005,2018-10-05,55969,1424,134,502,lv,Live Phone,FALSE,NA,NA
2018-10-01,4,NC-09,Harris,R,house,0.4682,2018-10-05,55969,1424,134,502,lv,Live Phone,FALSE,NA,NA
2018-10-01,4,NC-09,McCready,D,house,0.42619999999999997,2018-10-05,55969,1424,134,502,rv,Live Phone,FALSE,NA,NA
2018-10-01,4,NC-09,Harris,R,house,0.4426,2018-10-05,55969,1424,134,502,rv,Live Phone,FALSE,NA,NA
2018-10-01,4,TX-31,Hegar,D,house,0.38060000000000005,2018-10-05,55999,1424,134,490,lv,Live Phone,FALSE,NA,NA
2018-10-01,4,TX-31,Carter,R,house,0.5275,2018-10-05,55999,1424,134,490,lv,Live Phone,FALSE,NA,NA
2018-10-01,4,TX-31,Hegar,D,house,0.3542,2018-10-05,55999,1424,134,490,rv,Live Phone,FALSE,NA,NA
2018-10-01,4,TX-31,Carter,R,house,0.5123,2018-10-05,55999,1424,134,490,rv,Live Phone,FALSE,NA,NA
2018-10-01,3,IL-13,Londrigan,D,house,0.48,2018-10-04,56085,907,NA,500,lv,Live Phone,TRUE,DEM,NA
2018-10-01,3,IL-13,Davis,R,house,0.49,2018-10-04,56085,907,NA,500,lv,Live Phone,TRUE,DEM,NA
2018-10-01,3,FL-06,Soderberg,D,house,0.45,2018-10-04,56135,187,NA,400,lv,Live Phone,TRUE,DEM,NA
2018-10-01,3,FL-06,Waltz,R,house,0.45,2018-10-04,56135,187,NA,400,lv,Live Phone,TRUE,DEM,NA
2018-10-01,1,NE-02,Eastman,D,house,0.4,2018-10-02,56103,1231,NA,400,rv,NA,TRUE,REP,NA
2018-10-01,1,NE-02,Bacon,R,house,0.49,2018-10-02,56103,1231,NA,400,rv,NA,TRUE,REP,NA
2018-10-01,0,FL-16,Shapiro,D,house,0.433,2018-10-01,55980,1357,972,1248,lv,Automated Phone,FALSE,NA,NA
2018-10-01,0,FL-16,Buchanan,R,house,0.504,2018-10-01,55980,1357,972,1248,lv,Automated Phone,FALSE,NA,NA
2018-10-01,6,MA-S1,Warren,D,senate,0.56,2018-10-07,56133,1234,68,791,rv,Live Phone,FALSE,NA,NA
2018-10-01,6,MA-S1,Diehl,R,senate,0.28,2018-10-07,56133,1234,68,791,rv,Live Phone,FALSE,NA,NA
2018-10-01,6,MA-S1,Ayyadurai,I,senate,0.09,2018-10-07,56133,1234,68,791,rv,Live Phone,FALSE,NA,NA
2018-10-01,6,MA-S1,Warren,D,senate,0.56,2018-10-07,56133,1234,68,485,lv,Live Phone,FALSE,NA,NA
2018-10-01,6,MA-S1,Diehl,R,senate,0.31,2018-10-07,56133,1234,68,485,lv,Live Phone,FALSE,NA,NA
2018-10-01,6,MA-S1,Ayyadurai,I,senate,0.08,2018-10-07,56133,1234,68,485,lv,Live Phone,FALSE,NA,NA
2018-10-01,6,ME-S1,Ringelstein,D,senate,0.08199999999999999,2018-10-07,56319,365,NA,500,lv,Online,FALSE,NA,NA
2018-10-01,6,ME-S1,Brakey,R,senate,0.29600000000000004,2018-10-07,56319,365,NA,500,lv,Online,FALSE,NA,NA
2018-10-01,6,ME-S1,King,I,senate,0.5720000000000001,2018-10-07,56319,365,NA,500,lv,Online,FALSE,NA,NA
2018-10-01,5,MD-S1,Cardin,D,senate,0.494,2018-10-06,56124,1232,NA,806,lv,Live Phone,TRUE,IND,NA
2018-10-01,5,MD-S1,Campbell,R,senate,0.215,2018-10-06,56124,1232,NA,806,lv,Live Phone,TRUE,IND,NA
2018-10-01,5,MD-S1,Simon,I,senate,0.177,2018-10-06,56124,1232,NA,806,lv,Live Phone,TRUE,IND,NA
2018-10-01,4,TX-S1,O'Rourke,D,senate,0.424,2018-10-05,56079,1102,NA,500,lv,IVR/Online,FALSE,NA,NA
2018-10-01,4,TX-S1,Cruz,R,senate,0.47000000000000003,2018-10-05,56079,1102,NA,500,lv,IVR/Online,FALSE,NA,NA
2018-10-01,4,FL-S1,Nelson,D,senate,0.4448,2018-10-05,56084,1236,NA,476,lv,Live Phone,FALSE,NA,NA
2018-10-01,4,FL-S1,Scott,R,senate,0.4597,2018-10-05,56084,1236,NA,476,lv,Live Phone,FALSE,NA,NA
2018-10-01,1,AZ-S1,Sinema,D,senate,0.41000000000000003,2018-10-02,56125,1293,1081,600,lv,IVR/Live Phone,FALSE,NA,NA
2018-10-01,1,AZ-S1,McSally,R,senate,0.47000000000000003,2018-10-02,56125,1293,1081,600,lv,IVR/Live Phone,FALSE,NA,NA
2018-10-01,1,PA-S1,Casey,D,senate,0.47000000000000003,2018-10-02,56200,1189,42538,1188,rv,Online,FALSE,NA,NA
2018-10-01,1,PA-S1,Barletta,R,senate,0.32,2018-10-02,56200,1189,42538,1188,rv,Online,FALSE,NA,NA
2018-10-02,5,FL-09,Soto,D,house,0.48,2018-10-07,56121,460,979,535,lv,NA,FALSE,NA,NA
2018-10-02,5,FL-09,Liebnitzky,R,house,0.4,2018-10-07,56121,460,979,535,lv,NA,FALSE,NA,NA
2018-10-02,2,TX-23,Ortiz Jones,D,house,0.3,2018-10-04,56051,194,762,400,lv,NA,FALSE,REP,NA
2018-10-02,2,TX-23,Hurd,R,house,0.55,2018-10-04,56051,194,762,400,lv,NA,FALSE,REP,NA
2018-10-02,2,NC-09,McCready,D,house,0.45,2018-10-04,56082,460,158,556,lv,NA,FALSE,NA,NA
2018-10-02,2,NC-09,Harris,R,house,0.41000000000000003,2018-10-04,56082,460,158,556,lv,NA,FALSE,NA,NA
2018-10-02,2,NJ-03,Kim,D,house,0.4,2018-10-04,56166,334,NA,400,lv,NA,TRUE,REP,NA
2018-10-02,2,NJ-03,MacArthur,R,house,0.44,2018-10-04,56166,334,NA,400,lv,NA,TRUE,REP,NA
2018-10-02,2,PA-01,Wallace,D,house,0.42,2018-10-04,56190,379,452,400,lv,NA,TRUE,REP,NA
2018-10-02,2,PA-01,Fitzpatrick,R,house,0.5,2018-10-04,56190,379,452,400,lv,NA,TRUE,REP,NA
2018-10-02,2,MI-11,Stevens,D,house,0.42,2018-10-04,56281,933,NA,503,lv,Live Phone,TRUE,DEM,NA
2018-10-02,2,MI-11,Epstein,R,house,0.37,2018-10-04,56281,933,NA,503,lv,Live Phone,TRUE,DEM,NA
2018-10-02,2,IA-04,Scholten,D,house,0.34,2018-10-04,56563,1418,NA,400,lv,NA,TRUE,REP,NA
2018-10-02,2,IA-04,King,R,house,0.54,2018-10-04,56563,1418,NA,400,lv,NA,TRUE,REP,NA
2018-10-02,2,IA-04,Peterson,I,house,0.02,2018-10-04,56563,1418,NA,400,lv,NA,TRUE,REP,NA
2018-10-02,3,AZ-S1,Sinema,D,senate,0.47000000000000003,2018-10-05,56074,568,133,898,lv,Online,FALSE,NA,NA
2018-10-02,3,AZ-S1,McSally,R,senate,0.44,2018-10-05,56074,568,133,898,lv,Online,FALSE,NA,NA
2018-10-02,3,NJ-S1,Menendez,D,senate,0.49,2018-10-05,56075,568,133,845,lv,Online,FALSE,NA,NA
2018-10-02,3,NJ-S1,Hugin,R,senate,0.39,2018-10-05,56075,568,133,845,lv,Online,FALSE,NA,NA
2018-10-02,3,TN-S1,Bredesen,D,senate,0.42,2018-10-05,56076,568,133,871,lv,Online,FALSE,NA,NA
2018-10-02,3,TN-S1,Blackburn,R,senate,0.5,2018-10-05,56076,568,133,871,lv,Online,FALSE,NA,NA
2018-10-02,3,TX-S1,O'Rourke,D,senate,0.44,2018-10-05,56077,568,133,881,lv,Online,FALSE,NA,NA
2018-10-02,3,TX-S1,Cruz,R,senate,0.5,2018-10-05,56077,568,133,881,lv,Online,FALSE,NA,NA
2018-10-03,14,UT-02,Ghorbani,D,house,0.29,2018-10-17,56326,1410,431,401,rv,NA,FALSE,NA,NA
2018-10-03,14,UT-02,Stewart,R,house,0.52,2018-10-17,56326,1410,431,401,rv,NA,FALSE,NA,NA
2018-10-03,9,VA-02,Luria,D,house,0.43,2018-10-12,56203,94,NA,798,lv,Live Phone,FALSE,NA,NA
2018-10-03,9,VA-02,Taylor,R,house,0.5,2018-10-12,56203,94,NA,798,lv,Live Phone,FALSE,NA,NA
2018-10-03,9,VA-02,Luria,D,house,0.44,2018-10-12,56203,94,NA,682,lv,Live Phone,FALSE,NA,NA
2018-10-03,9,VA-02,Taylor,R,house,0.5,2018-10-12,56203,94,NA,682,lv,Live Phone,FALSE,NA,NA
